original_text,processed_text,label,label_id,token_count
Highlight match er jonno wait korcilam,highlight match er jonno wait korcilam,Neutral,2,6
Higher math er statics er upor admission lecture cai,higher math er statics er upor admission lecture cai,Neutral,2,9
Hi! Ami akjon Airtel grahok.ami apnader my airtel apps ti use kori.Apnader apps a sodo matro outgoing call/outgoing sms history dekha jay...incoming call and incoming sms history dekha jay na..apnader system er modde ai 2 ti rakle arekto valo hoto..,hi ami akjon airtel grahok ami apnader my airtel apps ti use kori apnader apps a sodo matro outgoing call outgoing sms history dekha jay incoming call and incoming sms history dekha jay na apnader system er modde ai 2 ti rakle arekto valo hoto,Neutral,2,45
Hi vaiya kamon asen,hi vaiya kamon asen,Neutral,2,4
Hi iam zubair islam bai 20k bast samat pon samzone xanonx20 waltonmobaile,hi iam zubair islam bai 20k bast samat pon samzone xanonx20 waltonmobaile,Neutral,2,12
Hi bai ya kemon aso,hi bai ya kemon aso,Neutral,2,5
Hi api. Kemon acho? apu nice vedio. Apu puran dhaka asba kobe nock dio pliz,hi api kemon acho apu nice vedio apu puran dhaka asba kobe nock dio pliz,Neutral,2,15
Hi api kmn acho?,hi api kmn acho,Neutral,2,4
Hey faiza api. Wow amiw shariutpur er bt stay dhaka te. Apni sariatpur er kon gram e giyeciln?,hey faiza api wow amiw shariutpur er bt stay dhaka te apni sariatpur er kon gram e giyeciln,Neutral,2,18
Hey dream apu kemon aso,hey dream apu kemon aso,Neutral,2,5
"Hey apu,as salamualaikum, kemon acho?",hey apu as salamualaikum kemon acho,Neutral,2,6
"Heres a twitter content writeup about the lenovo ideapad 3 laptop httpsyoutu. Be6rg2efcwevs upgrade your everyday tech with the lenovo ideapad 3 laptop! featuring a 15. 6inch hd touchscreen, 11th gen intel core i31115g4 processor, 8gb ddr4 ram, and 256gb pcie nvme ssd, this laptop is perfect for all your daily needs. Plus, it comes with windows 11 home and sleek almond color. Get yours today! lenovo ideapad3 laptop techupgrade",heres a twitter content writeup about the lenovo ideapad 3 laptop httpsyoutu be6rg2efcwevs upgrade your everyday tech with the lenovo ideapad 3 laptop featuring a 15 6inch hd touchscreen 11th gen intel core i31115g4 processor 8gb ddr4 ram and 256gb pcie nvme ssd this laptop is perfect for all your daily needs plus it comes with windows 11 home and sleek almond color get yours today lenovo ideapad3 laptop techupgrade,Neutral,2,70
Hello! bro. Galaxy s23 ultra er price koto?,hello bro galaxy s23 ultra er price koto,Neutral,2,8
Hello watch 2 a watch tar upor akta video banan,hello watch 2 a watch tar upor akta video banan,Neutral,2,10
Hello vaiya ami apnader sate live a joint hote parte cina jodi aktu bolen,hello vaiya ami apnader sate live a joint hote parte cina jodi aktu bolen,Neutral,2,14
Hello vai kicu bolar nai,hello vai kicu bolar nai,Neutral,2,5
Hello sam vai kemon acchen,hello sam vai kemon acchen,Neutral,2,5
Hello bro ami sheikh jamal plear ami to apnake dekhi kinto cinte parina,hello bro ami sheikh jamal plear ami to apnake dekhi kinto cinte parina,Neutral,2,13
Hello bhai amake den please,hello bhai amake den please,Neutral,2,5
hello apnara akta kaj koren please airtel payment app banan please or airtel money to bkash.ja fee lagbea niben.taholea onak boro akta subida hoi jamon pakistanee jazz cash.Maynmar Telenor. Ar India teto asai.Mobile payment saba jalu koren onak valo hobea.dhoonobad.,hello apnara akta kaj koren please airtel payment app banan please or airtel money to bkash ja fee lagbea niben taholea onak boro akta subida hoi jamon pakistanee jazz cash maynmar telenor ar india teto asai mobile payment saba jalu koren onak valo hobea dhoonobad,Neutral,2,45
"Hello aononna bro new rtx titan release hobe kisu din por ,ami bd te kivabe anate pari? any suggestion?",hello aononna bro new rtx titan release hobe kisu din por ami bd te kivabe anate pari any suggestion,Neutral,2,19
Heheheh ff player der phn,heheheh ff player der phn,Neutral,2,5
Heart attack kortam arektur jonno,heart attack kortam arektur jonno,Neutral,2,5
Headline a age Desh ar nam ta mention koren. Ami to vebe silam amader Bangladesh a.,headline a age desh ar nam ta mention koren ami to vebe silam amader bangladesh a,Neutral,2,16
Hea ache. Bot gach r akta gach ache nam jani na,hea ache bot gach r akta gach ache nam jani na,Neutral,2,11
he eta sotto amio deksi,he eta sotto amio deksi,Neutral,2,5
hbs positive takle ki covid 19 ar tika neya jbe,hbs positive takle ki covid 19 ar tika neya jbe,Neutral,2,10
hbs positive takle ki covid 19 ar tika neya jabe,hbs positive takle ki covid 19 ar tika neya jabe,Neutral,2,10
Hatibagan e mitali bole akta restaurant chilo. Ota akhn ache kina janina. Thakle akber cover korben plz. Okhaneo amr onek memory,hatibagan e mitali bole akta restaurant chilo ota akhn ache kina janina thakle akber cover korben plz okhaneo amr onek memory,Neutral,2,21
Hat diya khayar mojaja ta aladai hoy taii na vull bolla sry,hat diya khayar mojaja ta aladai hoy taii na vull bolla sry,Neutral,2,12
Hash tag soho facebook profile e share dilam. Asa kora jay giveaway ebar amar,hash tag soho facebook profile e share dilam asa kora jay giveaway ebar amar,Neutral,2,14
Hasan anam vai koi,hasan anam vai koi,Neutral,2,4
Hard disk konta nibo,hard disk konta nibo,Neutral,2,4
Haor er dike july er shesh r agust er shuru te kemon weather hoye thake? oi shomoy jawar jonne dress kemon newa uchit for girls and for hijabi girls?,haor er dike july er shesh r agust er shuru te kemon weather hoye thake oi shomoy jawar jonne dress kemon newa uchit for girls and for hijabi girls,Neutral,2,29
Hanif mamar kala bhuna khawar video ti chai?,hanif mamar kala bhuna khawar video ti chai,Neutral,2,8
Halogen light banano dekhan bhai,halogen light banano dekhan bhai,Neutral,2,5
Half pant porso ken thanda lgbe to baaal,half pant porso ken thanda lgbe to baaal,Neutral,2,8
Hajar hajar giveaway te participate koreo jibone ekta chocolate o na jita ami,hajar hajar giveaway te participate koreo jibone ekta chocolate o na jita ami,Neutral,2,13
Hai re amader shei kapshi,hai re amader shei kapshi,Neutral,2,5
Hahahhahhah vai amr 1kg khejur lagbe plz Bangladesh team k ektu bolben,hahahhahhah vai amr 1kg khejur lagbe plz bangladesh team k ektu bolben,Neutral,2,12
Hahaha chuna al package amra disi par person 2k,hahaha chuna al package amra disi par person 2k,Neutral,2,9
Hack krle ki hbe,hack krle ki hbe,Neutral,2,4
Hablu vai ki akhn clg a pore?,hablu vai ki akhn clg a pore,Neutral,2,7
Habibi come to dhaka,habibi come to dhaka,Neutral,2,4
"Ha tik bolesen, jerokm sahos sujon kakur ase , jini camerar samne smoke korte o voy panna",ha tik bolesen jerokm sahos sujon kakur ase jini camerar samne smoke korte o voy panna,Neutral,2,16
"Ha possible karon eita satorou gojo ,",ha possible karon eita satorou gojo,Neutral,2,6
Gupto chor niyog korle ta gopon rakhte hoy  .,gupto chor niyog korle ta gopon rakhte hoy,Neutral,2,8
Gunnir er a750 er review ta dien vai oita nite cachhi kono review nai bole sahosh pacchi nah,gunnir er a750 er review ta dien vai oita nite cachhi kono review nai bole sahosh pacchi nah,Neutral,2,18
Gunnir arc a770 er review er opekkhay achi,gunnir arc a770 er review er opekkhay achi,Neutral,2,8
Gump vai deshe ashle onar sathe 1 ta episode make koriyen,gump vai deshe ashle onar sathe 1 ta episode make koriyen,Neutral,2,11
Gulshan 2 er kothay taltibaz,gulshan 2 er kothay taltibaz,Neutral,2,5
Gulistan er brand hisebe dam besi e ase etar dam 6k or 7k er besi howar kotha na,gulistan er brand hisebe dam besi e ase etar dam 6k or 7k er besi howar kotha na,Neutral,2,18
Guest k besi bolte dile valo hoy,guest k besi bolte dile valo hoy,Neutral,2,7
Gtx 1650 super and gtx 1660 niye ekta review banan,gtx 1650 super and gtx 1660 niye ekta review banan,Neutral,2,10
Gtx 1630 er ekta review den,gtx 1630 er ekta review den,Neutral,2,6
Gta v link deta parbeen!,gta v link deta parbeen,Neutral,2,5
Gta 6 khela jabe etate?,gta 6 khela jabe etate,Neutral,2,5
Gta 5 type games kirokom cholbe?,gta 5 type games kirokom cholbe,Neutral,2,6
Gta 5 smoothly khela jabe?,gta 5 smoothly khela jabe,Neutral,2,5
Gt 10 pro er vedio diben ajke ?,gt 10 pro er vedio diben ajke,Neutral,2,7
Gsm caira ahon kapaite gese chad kapshi,gsm caira ahon kapaite gese chad kapshi,Neutral,2,7
"Greenline bus er ownership. Pabo kobay, ke ke boltay parben. Atc thake reply chai",greenline bus er ownership pabo kobay ke ke boltay parben atc thake reply chai,Neutral,2,14
Green line problem niye kono video korlen na vai,green line problem niye kono video korlen na vai,Neutral,2,9
Green line bus r malik hobo naki ei phone kinle,green line bus r malik hobo naki ei phone kinle,Neutral,2,10
Graphics design er kaj korar jonno pc built video chay,graphics design er kaj korar jonno pc built video chay,Neutral,2,10
Graphics card change kore intel are a750 nile total koto porbe?,graphics card change kore intel are a750 nile total koto porbe,Neutral,2,11
Graphics card buying guide chai bhai,graphics card buying guide chai bhai,Neutral,2,6
Graphics card and power supply niye akta buying guide cai,graphics card and power supply niye akta buying guide cai,Neutral,2,10
Graphic er dike 5600g vs 5700g kunta beshi powerfull?,graphic er dike 5600g vs 5700g kunta beshi powerfull,Neutral,2,9
Graphic disain er jonno ki newa uchit hobe?,graphic disain er jonno ki newa uchit hobe,Neutral,2,8
Graphic design er jonno kmn hbe eta ?,graphic design er jonno kmn hbe eta,Neutral,2,7
Graphic design ar jonno kemon hobe,graphic design ar jonno kemon hobe,Neutral,2,6
Graphic card poree add kora jabe? eta te?,graphic card poree add kora jabe eta te,Neutral,2,8
Graph chart er class ta khuje paitesi na sir kindly link ta diben,graph chart er class ta khuje paitesi na sir kindly link ta diben,Neutral,2,13
Grammer part gulo ja slide a ache shudhu shegulo porleoi ki enough sir?,grammer part gulo ja slide a ache shudhu shegulo porleoi ki enough sir,Neutral,2,13
gramenphone flexiplan r moto kore kono system add kora jai na korle valo hoto,gramenphone flexiplan r moto kore kono system add kora jai na korle valo hoto,Neutral,2,14
Grameen apps er moto jodi Banglalink apps caller tune option add thakle valo hoto,grameen apps er moto jodi banglalink apps caller tune option add thakle valo hoto,Neutral,2,14
Gpu ta ssd install kora gala kamon hoto?,gpu ta ssd install kora gala kamon hoto,Neutral,2,8
Gpu sara ki 5700g use kora jai,gpu sara ki 5700g use kora jai,Neutral,2,7
Gpu chara productivity blender cinebench video editing gaming er jonno konta vlo hobe 13500 naki 5800x?,gpu chara productivity blender cinebench video editing gaming er jonno konta vlo hobe 13500 naki 5800x,Neutral,2,16
Gpu chara kmn hobe eta? for gaming and productivity ?,gpu chara kmn hobe eta for gaming and productivity,Neutral,2,9
Gpu ad kora jaba ke,gpu ad kora jaba ke,Neutral,2,5
Gps thakle aro better hoto,gps thakle aro better hoto,Neutral,2,5
Gps smart watch niya ekta video koren,gps smart watch niya ekta video koren,Neutral,2,7
Gpa 5 like diya janao k k pass korecho,gpa 5 like diya janao k k pass korecho,Neutral,2,9
Gp slm a aro valo valo offer dela khub e vlo hoi,gp slm a aro valo valo offer dela khub e vlo hoi,Neutral,2,12
Gp Offr Ta iktu balo hla balo hoto,gp offr ta iktu balo hla balo hoto,Neutral,2,8
gp er moto sms gift kora gele aro valo hoto,gp er moto sms gift kora gele aro valo hoto,Neutral,2,10
Gp ar moto Faxiplan ar shobita thakle vlo hoto,gp ar moto faxiplan ar shobita thakle vlo hoto,Neutral,2,9
Gp and robi dual sim e ki network issue hoy? and over heating issue ta khub beshi? specially 4k 60fps recording er shomoy naki koyek second er beshi record kora jayna?,gp and robi dual sim e ki network issue hoy and over heating issue ta khub beshi specially 4k 60fps recording er shomoy naki koyek second er beshi record kora jayna,Neutral,2,31
Gorib ar moddhobittoder nijer dream nijer puron korte hoy,gorib ar moddhobittoder nijer dream nijer puron korte hoy,Neutral,2,9
Google pixel 7a review kobe ashbe,google pixel 7a review kobe ashbe,Neutral,2,6
Google pixel 7 ar iqoo neo 7 pro ei 2 tar moddhe konta better hobe plzzzzzzzzz suggest koren keu,google pixel 7 ar iqoo neo 7 pro ei 2 tar moddhe konta better hobe plzzzzzzzzz suggest koren keu,Neutral,2,19
Good.. But aro valo hote hobe bill dewar system ta,good but aro valo hote hobe bill dewar system ta,Neutral,2,10
"Good, aro valo korla valo hoito amader jonno.",good aro valo korla valo hoito amader jonno,Neutral,2,8
"Good morning dada. Ami ekhon apnar shohore. Jodio dr. Dekhate but 3te jaygay to ami khete jaboi no 1mejban restaurant,jalpaanr chola bhatura konar dokan. Thank u dada ato sundor vedior jonno",good morning dada ami ekhon apnar shohore jodio dr dekhate but 3te jaygay to ami khete jaboi no 1mejban restaurant jalpaanr chola bhatura konar dokan thank u dada ato sundor vedior jonno,Neutral,2,32
Good bt amount joma rakle interest paile aro besi valo hoi,good bt amount joma rakle interest paile aro besi valo hoi,Neutral,2,11
Gomes bangladeshi technology ahmedabad geeta katha,gomes bangladeshi technology ahmedabad geeta katha,Neutral,2,6
Golsan car show room e ashen onk collection ace,golsan car show room e ashen onk collection ace,Neutral,2,9
Golistah shoping complex ai tws 250 tk te pawa jai ?,golistah shoping complex ai tws 250 tk te pawa jai,Neutral,2,10
Golgappa boli na amara fuchka e boli,golgappa boli na amara fuchka e boli,Neutral,2,7
Golden a mark 1207 jessore board ami ki valo kono college e vorti hote parbo?,golden a mark 1207 jessore board ami ki valo kono college e vorti hote parbo,Neutral,2,15
Gojor ei front sticker ta koi pabo please keu bolen ami gojo bokto pcbuildbd,gojor ei front sticker ta koi pabo please keu bolen ami gojo bokto pcbuildbd,Neutral,2,14
Gojo saturo jodio kinar tk nai tarpor eta onk shundor lagse,gojo saturo jodio kinar tk nai tarpor eta onk shundor lagse,Neutral,2,11
Gojo sataru ar karone vedio te click korlam,gojo sataru ar karone vedio te click korlam,Neutral,2,8
Gojo r sticker ta kotha theke kinechen,gojo r sticker ta kotha theke kinechen,Neutral,2,7
Gojo er ei ta koi pamu miya,gojo er ei ta koi pamu miya,Neutral,2,7
Global version kobe pabo,global version kobe pabo,Neutral,2,4
"Global version kobe asbe vaia,kono idea",global version kobe asbe vaia kono idea,Neutral,2,7
Global version koba asba dada,global version koba asba dada,Neutral,2,5
Global version kba asava?,global version kba asava,Neutral,2,4
Global version aste pare koto din por?,global version aste pare koto din por,Neutral,2,7
Global version 25 k ar moto thakla cokh off kora global nia nibo,global version 25 k ar moto thakla cokh off kora global nia nibo,Neutral,2,13
Global ta kbe ashbe?,global ta kbe ashbe,Neutral,2,4
Global e ki honor ui dialer paoa jai,global e ki honor ui dialer paoa jai,Neutral,2,8
Global asle bhi review diyen,global asle bhi review diyen,Neutral,2,5
Global ashle setar oo review korar onurodh thaklo,global ashle setar oo review korar onurodh thaklo,Neutral,2,8
Giveway result kobe diben vai,giveway result kobe diben vai,Neutral,2,5
Giveway result kobe diben please reply,giveway result kobe diben please reply,Neutral,2,6
Giveway result kobe diben,giveway result kobe diben,Neutral,2,4
Giveway er jonno pic upload koreci vai,giveway er jonno pic upload koreci vai,Neutral,2,7
"Giveaways condition done, dekha jak ebar pai kina",giveaways condition done dekha jak ebar pai kina,Neutral,2,8
Giveaways ar result koba diban,giveaways ar result koba diban,Neutral,2,5
Giveawayr beper a to kisu janailen na bhai,giveawayr beper a to kisu janailen na bhai,Neutral,2,8
Giveaway winner hoita chai,giveaway winner hoita chai,Neutral,2,4
Giveaway te to mone hoi onek comment hoi,giveaway te to mone hoi onek comment hoi,Neutral,2,8
Giveaway ta amake dile khushi hotam,giveaway ta amake dile khushi hotam,Neutral,2,6
Giveaway sob sorto menesi ekhon ki hobe?,giveaway sob sorto menesi ekhon ki hobe,Neutral,2,7
Giveaway rusalt diba kabe,giveaway rusalt diba kabe,Neutral,2,4
Giveaway results diben kobe?,giveaway results diben kobe,Neutral,2,4
Giveaway result kobe diben?,giveaway result kobe diben,Neutral,2,4
Giveaway kamon kore den vaiy ?,giveaway kamon kore den vaiy,Neutral,2,5
Giveaway er result kobe duben? protidin opekkha kori kintu ashena,giveaway er result kobe duben protidin opekkha kori kintu ashena,Neutral,2,10
Giveaway er result kobe diben?,giveaway er result kobe diben,Neutral,2,5
Giveaway entry korte parinai onek try korlam,giveaway entry korte parinai onek try korlam,Neutral,2,7
Giveaway dile home delivery thakabe naki sam vai,giveaway dile home delivery thakabe naki sam vai,Neutral,2,8
Gigabyte g24f and g24f2 review please monitor unboxed and techverse ar top budget monitor ar modhay ata ase and aoc24g2sp. Both 25k ar moto,gigabyte g24f and g24f2 review please monitor unboxed and techverse ar top budget monitor ar modhay ata ase and aoc24g2sp both 25k ar moto,Neutral,2,24
Gigabyte g24f 23. 8 170hz minitor ar review dekte chai,gigabyte g24f 23 8 170hz minitor ar review dekte chai,Neutral,2,10
Gigabyte g24 f2 ki better hbe eta theke 25k te?,gigabyte g24 f2 ki better hbe eta theke 25k te,Neutral,2,10
Gigabyte 450 psu diye ki ei gpu kno prokar issues chara use kra jabe?,gigabyte 450 psu diye ki ei gpu kno prokar issues chara use kra jabe,Neutral,2,14
Gift koreteoo to paren,gift koreteoo to paren,Neutral,2,4
Ghori te amoled display kemne possible?,ghori te amoled display kemne possible,Neutral,2,6
Ghora chara jawa jai nai?,ghora chara jawa jai nai,Neutral,2,5
Genshin impact test korle endgame account diye test koiren,genshin impact test korle endgame account diye test koiren,Neutral,2,9
Genshin impact khla jbe?,genshin impact khla jbe,Neutral,2,4
Genshin impact game ta apnara kmne download koren bhai,genshin impact game ta apnara kmne download koren bhai,Neutral,2,9
Gen4 ssd hbe etay oder website e deya ase,gen4 ssd hbe etay oder website e deya ase,Neutral,2,9
Gear generator moter dia hand mobile charger. Free please sir amar kono comments ripley koran ni. Please sir do this,gear generator moter dia hand mobile charger free please sir amar kono comments ripley koran ni please sir do this,Neutral,2,20
Gear 5 pc banan akta,gear 5 pc banan akta,Neutral,2,5
Gcam use kora jabe bhai?,gcam use kora jabe bhai,Neutral,2,5
Gcam camera use kora jabe ki?,gcam camera use kora jabe ki,Neutral,2,6
Ganta k cover korsa ? artister nam kaw janen?,ganta k cover korsa artister nam kaw janen,Neutral,2,8
Gan gaiya kotha bole,gan gaiya kotha bole,Neutral,2,4
Gan er sathe milse,gan er sathe milse,Neutral,2,4
Gaming test dekte chai bhai,gaming test dekte chai bhai,Neutral,2,5
Gaming niye question chai ?,gaming niye question chai,Neutral,2,4
Gaming er jonno kmn,gaming er jonno kmn,Neutral,2,4
Gaming er jonno ki amd er combo ta better hobe vaiya? janale aktu valo hoto,gaming er jonno ki amd er combo ta better hobe vaiya janale aktu valo hoto,Neutral,2,15
"Gaming bade onno sob kajer jonno freelancing ei laptop ta neya uchit hobebattery backup bibechona kore. Jodi na hoy, same features er moddhe aro valo bettery backup er ek ba ekadhik laptop suggest korben please core i5 ryzhen 5,around 70k",gaming bade onno sob kajer jonno freelancing ei laptop ta neya uchit hobebattery backup bibechona kore jodi na hoy same features er moddhe aro valo bettery backup er ek ba ekadhik laptop suggest korben please core i5 ryzhen 5 around 70k,Neutral,2,41
Games test dakta chai,games test dakta chai,Neutral,2,4
Gamepad review korben kina bolen?,gamepad review korben kina bolen,Neutral,2,5
Gamemax white diamon pc case er ekta review den,gamemax white diamon pc case er ekta review den,Neutral,2,9
Game tar name ki vaiya aktu kindly boilen,game tar name ki vaiya aktu kindly boilen,Neutral,2,8
Galouti kabab ta must try india te gele,galouti kabab ta must try india te gele,Neutral,2,8
gali sojjo korar khomota ache to tomar????tahole koro kono somossa nei,gali sojjo korar khomota ache to tomar tahole koro kono somossa nei,Neutral,2,12
Galaxy s10 a ke green line esau asa?,galaxy s10 a ke green line esau asa,Neutral,2,8
Galaxy m34a34a24 review koi?,galaxy m34a34a24 review koi,Neutral,2,4
Galaxy buds 2 nila kamon hoi,galaxy buds 2 nila kamon hoi,Neutral,2,6
Galaxy a54 kena vhalo hobe naki oppo reno10,galaxy a54 kena vhalo hobe naki oppo reno10,Neutral,2,8
Gadgetinsiderbangla vai super fan mini folding review and modify chai r kobe diben ? wait kortesi otar jonno,gadgetinsiderbangla vai super fan mini folding review and modify chai r kobe diben wait kortesi otar jonno,Neutral,2,17
G cam use kora jabe,g cam use kora jabe,Neutral,2,5
Fush fush lagie rakhun,fush fush lagie rakhun,Neutral,2,4
Furn bus simulator games gelar jonno koto price er moddhe pc banano smvob,furn bus simulator games gelar jonno koto price er moddhe pc banano smvob,Neutral,2,13
Fun bananor sei video koi,fun bananor sei video koi,Neutral,2,5
Full video ta dekhechi kove kebria,full video ta dekhechi kove kebria,Neutral,2,6
Full review kobe pabo?,full review kobe pabo,Neutral,2,4
Full review kobe asbe,full review kobe asbe,Neutral,2,4
Full review dkhte caii vaiya,full review dkhte caii vaiya,Neutral,2,5
Full package ta koto nise apu plz aktu janaben,full package ta koto nise apu plz aktu janaben,Neutral,2,9
Full mac dehke o highlight dehka manush gulo koi,full mac dehke o highlight dehka manush gulo koi,Neutral,2,9
Full charge kivabe bujha jabe,full charge kivabe bujha jabe,Neutral,2,5
Full built e mone hoy kom,full built e mone hoy kom,Neutral,2,6
Fuji tasu box niye ekta vidio banan pls,fuji tasu box niye ekta vidio banan pls,Neutral,2,8
Fuchka gol gappa pani puri 3te aki jinish,fuchka gol gappa pani puri 3te aki jinish,Neutral,2,8
Ft team er teacher ra ki jabe 19 tarikh hcc te?,ft team er teacher ra ki jabe 19 tarikh hcc te,Neutral,2,11
Ft team er sathe jukto hote cai sir,ft team er sathe jukto hote cai sir,Neutral,2,8
Froza horizon 5 play kora zabe?,froza horizon 5 play kora zabe,Neutral,2,6
Front panel er sticker ta koi pawa jabe ?,front panel er sticker ta koi pawa jabe,Neutral,2,8
From tangail,from tangail,Neutral,2,2
From ta koy kuje paoya jascena,from ta koy kuje paoya jascena,Neutral,2,6
From ta koi pabo,from ta koi pabo,Neutral,2,4
From fill up korechi pdf ta kokhon pabo,from fill up korechi pdf ta kokhon pabo,Neutral,2,8
Freelancing phone e kivabe korbo? in depth detail chai,freelancing phone e kivabe korbo in depth detail chai,Neutral,2,9
Freelancing er jonno koto tk er vitor laptop kinle vlo hobe,freelancing er jonno koto tk er vitor laptop kinle vlo hobe,Neutral,2,11
FREE KISU MB DILE VLO HTO,free kisu mb dile vlo hto,Neutral,2,6
Free internat dila valo hoi,free internat dila valo hoi,Neutral,2,5
Free hole aro valo hoto,free hole aro valo hoto,Neutral,2,5
free hola valo hoto,free hola valo hoto,Neutral,2,4
Free fire kamon parfomace kor ba please bolaban,free fire kamon parfomace kor ba please bolaban,Neutral,2,8
Free fire diye test korenna keno ?,free fire diye test korenna keno,Neutral,2,6
Free browsing kore dile valo hoi,free browsing kore dile valo hoi,Neutral,2,6
"Free bangla, english class gular alada playlist koiren",free bangla english class gular alada playlist koiren,Neutral,2,8
Free 10 gb mb dela valo hoi 30 day,free 10 gb mb dela valo hoi 30 day,Neutral,2,9
Fps er kotha koilen aj,fps er kotha koilen aj,Neutral,2,5
"Founder edition and regular brand er moddhe intel arc a750 konta vhalo hobe. Gunnir er arekta card ase 29000 e 3 fan, rgb, 200hz extra boust clock speed ase oitar",founder edition and regular brand er moddhe intel arc a750 konta vhalo hobe gunnir er arekta card ase 29000 e 3 fan rgb 200hz extra boust clock speed ase oitar,Neutral,2,30
"Fotafot khule felen vai, tarpor video den",fotafot khule felen vai tarpor video den,Neutral,2,7
Form flip korbho kivabe,form flip korbho kivabe,Neutral,2,4
Form filp to korlm kothay pdf?,form filp to korlm kothay pdf,Neutral,2,6
Forhadul Islam Munna 18 niche vaccine nai,forhadul islam munna 18 niche vaccine nai,Neutral,2,7
Foodistan khub overrated. Amra prai foodistan e onek rokom er snacks kheyechi. Taste hisebe price justified noy,foodistan khub overrated amra prai foodistan e onek rokom er snacks kheyechi taste hisebe price justified noy,Neutral,2,17
Food videographer bie bari ba birthday party te part time videography korte paren kichu income asbe karan ato video diyeo to apnar subscription last koek mas e aktao bareni taholei bujhun apnar video r quality,food videographer bie bari ba birthday party te part time videography korte paren kichu income asbe karan ato video diyeo to apnar subscription last koek mas e aktao bareni taholei bujhun apnar video r quality,Neutral,2,35
Flip phone er ki dorkar?,flip phone er ki dorkar,Neutral,2,5
Flight booking korte parle valo hoto paytm er moto,flight booking korte parle valo hoto paytm er moto,Neutral,2,9
Flexy plan jodi sms gift system ta on koro hoto tahole onik vlo hoto.,flexy plan jodi sms gift system ta on koro hoto tahole onik vlo hoto,Neutral,2,14
flaxiplan thakle vlohobe,flaxiplan thakle vlohobe,Neutral,2,3
Flaxiplan system thakla valo hoto,flaxiplan system thakla valo hoto,Neutral,2,5
Flash light er charge kom thke. 34 mnt er moto. Eta bolen ni kn?,flash light er charge kom thke 34 mnt er moto eta bolen ni kn,Neutral,2,14
Fizz ke baad diye kichu match e shoriful ke khelano dorkar,fizz ke baad diye kichu match e shoriful ke khelano dorkar,Neutral,2,11
Fiza apu plz reply me,fiza apu plz reply me,Neutral,2,5
First view. Wating for that. Ami 5 nas por kinbo. Tokhon ki price kombe?,first view wating for that ami 5 nas por kinbo tokhon ki price kombe,Neutral,2,14
First view from kotchandpur jhenidah. Give me a arc a770,first view from kotchandpur jhenidah give me a arc a770,Neutral,2,10
First ups tar teardown dekhte chai,first ups tar teardown dekhte chai,Neutral,2,6
first e vabsilam eita abar notun kono company er phone naki,first e vabsilam eita abar notun kono company er phone naki,Neutral,2,11
First comment korlam vijan,first comment korlam vijan,Neutral,2,4
First comment korlam sami bhai,first comment korlam sami bhai,Neutral,2,5
First bhai oppekhai chilam,first bhai oppekhai chilam,Neutral,2,4
"Fireboult , mivi o asa dorkar bd te",fireboult mivi o asa dorkar bd te,Neutral,2,7
Firay da amer 1.20tk 60mb pakage,firay da amer 1 20tk 60mb pakage,Neutral,2,7
Finger kibabe setup korbe,finger kibabe setup korbe,Neutral,2,4
Figure draw kore cosine er formula diye o solve kora jay,figure draw kore cosine er formula diye o solve kora jay,Neutral,2,11
"Fhon ta kintu ami jitsi,akhon kobe hate pabo bolen",fhon ta kintu ami jitsi akhon kobe hate pabo bolen,Neutral,2,10
fexiplan MB kenar rate komale valo hoi,fexiplan mb kenar rate komale valo hoi,Neutral,2,7
Felancing spical akta pc viedo chai vai 50k,felancing spical akta pc viedo chai vai 50k,Neutral,2,8
Febrilife t shirt porcen?,febrilife t shirt porcen,Neutral,2,4
fb te rog er baper ask na koira hospital a jan.,fb te rog er baper ask na koira hospital a jan,Neutral,2,11
Fb tay dakhay youtube e comment kora ami,fb tay dakhay youtube e comment kora ami,Neutral,2,8
Fb reels neye video banan bhai plzz!,fb reels neye video banan bhai plzz,Neutral,2,7
Fb post diye dichi,fb post diye dichi,Neutral,2,4
Fb page thake payment er jonno kon bank account valo hobe?,fb page thake payment er jonno kon bank account valo hobe,Neutral,2,11
Fazlul Karim Zico vai ami 14 july korsi ajk vaccine dibo,fazlul karim zico vai ami 14 july korsi ajk vaccine dibo,Neutral,2,11
"Fayza apu, bhortar bill neynai?",fayza apu bhortar bill neynai,Neutral,2,5
Fast like dilam comment koroam,fast like dilam comment koroam,Neutral,2,5
fast korle valo hoto,fast korle valo hoto,Neutral,2,4
Fast charger er video chai,fast charger er video chai,Neutral,2,5
Faruki bolling take shekta parba bd all boller,faruki bolling take shekta parba bd all boller,Neutral,2,8
Farooqui ank vab nese. Oder sikkha dawa ta drkr chilo,farooqui ank vab nese oder sikkha dawa ta drkr chilo,Neutral,2,10
Farooqi ra ki mair,farooqi ra ki mair,Neutral,2,4
Farok hala english pare na to gali dei kivbe,farok hala english pare na to gali dei kivbe,Neutral,2,9
Faridpur thek thanks,faridpur thek thanks,Neutral,2,3
Faridpur e amar bari,faridpur e amar bari,Neutral,2,4
Faria Akther Vaccine niye ki korben Ambulance dilam toh,faria akther vaccine niye ki korben ambulance dilam toh,Neutral,2,9
Faria Akther Vaccine niye ki korben,faria akther vaccine niye ki korben,Neutral,2,6
