sample_id,original_text,processed_text,label,label_id,token_count
2528,Vaiya 2023 er 3000040000 er moddhe best kisu phn er review cai,vaiya 2023 er 3000040000 er moddhe best kisu phn er review cai,Neutral,2,12
2529,Vaiya 1lak 10k er moddhe ekta leptop suggest koren,vaiya 1lak 10k er moddhe ekta leptop suggest koren,Neutral,2,9
2532,Vaiya 11. 5 lakh tkr pc built krte chai,vaiya 11 5 lakh tkr pc built krte chai,Neutral,2,9
2534,Vaiya 1 lake er modhe light weight jate carry kora jay amn student laptop ektu game o kora jay amn laptop review diyen,vaiya 1 lake er modhe light weight jate carry kora jay amn student laptop ektu game o kora jay amn laptop review diyen,Neutral,2,23
2535,Vaiy ryzen 5 5600ggt 730 2gb ddr5 graphic card naki i5 12400 gt 730 2gb ddr5 kinbo. Gaming and freelancing er jonno plz vaiy suggest koiren,vaiy ryzen 5 5600ggt 730 2gb ddr5 graphic card naki i5 12400 gt 730 2gb ddr5 kinbo gaming and freelancing er jonno plz vaiy suggest koiren,Neutral,2,26
2536,Vaire vai finally. Sobai rev dey khali chara jta sobcheye chai beshi,vaire vai finally sobai rev dey khali chara jta sobcheye chai beshi,Neutral,2,12
2537,Vaire vai 5700g diya rojar moddhe build korchi 69k diye. Tarpor theke j vabe dam koma shuru hoiche r pcbd j rokom heart attack dewa video upload kora shuru korche ki r boltam re vai. Beche achi etai allah talar kache lakh lakh sukriya,vaire vai 5700g diya rojar moddhe build korchi 69k diye tarpor theke j vabe dam koma shuru hoiche r pcbd j rokom heart attack dewa video upload kora shuru korche ki r boltam re vai beche achi etai allah talar kache lakh lakh sukriya,Neutral,2,44
2538,Vaiobage ht 144 saund bar bangladesh a kutay pawa jabe,vaiobage ht 144 saund bar bangladesh a kutay pawa jabe,Neutral,2,10
2539,"Vaijan, phone kina nea sarokom akta peray ace. Globalta asla fast aktu janai dean",vaijan phone kina nea sarokom akta peray ace globalta asla fast aktu janai dean,Neutral,2,14
2540,Vaiii hdr video naki?,vaiii hdr video naki,Neutral,2,4
2541,Vaii sticker pamu kothai?,vaii sticker pamu kothai,Neutral,2,4
2542,Vaii realme 10 er review lagto,vaii realme 10 er review lagto,Neutral,2,6
2545,Vaii aisob faner motor koi kinte pabo aktu bolen please,vaii aisob faner motor koi kinte pabo aktu bolen please,Neutral,2,10
2548,Vaiar cls koresi ami sorasori,vaiar cls koresi ami sorasori,Neutral,2,5
2549,Vaiaa ami matro kicu din holo ai phn ti hate nilam akhn o kono prblm pai nai,vaiaa ami matro kicu din holo ai phn ti hate nilam akhn o kono prblm pai nai,Neutral,2,17
2550,Vaiaa 30k er moddhe akta valo phn suggest koren plz oppo reno 8t nite chacchilam but camera valona shunlam akta valo phn suggest koren plz vaiaa 30k budget,vaiaa 30k er moddhe akta valo phn suggest koren plz oppo reno 8t nite chacchilam but camera valona shunlam akta valo phn suggest koren plz vaiaa 30k budget,Neutral,2,28
2551,"Vaiaa , apnar desk ta oita ki sound box ? please bolen model ta",vaiaa apnar desk ta oita ki sound box please bolen model ta,Neutral,2,12
2554,"Vaia,amar budget 55k with monitor, gpu pore add korbo, kivabe build korle valo ekta output labo?",vaia amar budget 55k with monitor gpu pore add korbo kivabe build korle valo ekta output labo,Neutral,2,17
2555,"Vaia,ai garir moddhe extra sunroof lagano jabe futbe taile",vaia ai garir moddhe extra sunroof lagano jabe futbe taile,Neutral,2,10
2557,Vaia web development er jonno laptop ta kemon hobe?,vaia web development er jonno laptop ta kemon hobe,Neutral,2,9
2558,Vaia vivo iqoo 11 pro akta review den plz,vaia vivo iqoo 11 pro akta review den plz,Neutral,2,9
2559,Vaia vewsonic va2209h niye akta review koren pls,vaia vewsonic va2209h niye akta review koren pls,Neutral,2,8
2560,Vaia ups niye ekta video chai ups unboxing ekta ups make korar upor o ekta videos chai ips niye o ekta videos chai vaia,vaia ups niye ekta video chai ups unboxing ekta ups make korar upor o ekta videos chai ips niye o ekta videos chai vaia,Neutral,2,24
2563,Vaia suggestion ki age theke pawa jabe?,vaia suggestion ki age theke pawa jabe,Neutral,2,7
2564,Vaia ssc 2024 er jonno kisu koren,vaia ssc 2024 er jonno kisu koren,Neutral,2,7
2566,Vaia secret revealed kore dilan,vaia secret revealed kore dilan,Neutral,2,5
2569,Vaia programming er jonno intel pentium gold g7400 kmn hobe?,vaia programming er jonno intel pentium gold g7400 kmn hobe,Neutral,2,10
2571,"Vaia plz redmi note 11 pro china er video upload koren,love from pabna",vaia plz redmi note 11 pro china er video upload koren love from pabna,Neutral,2,14
2575,Vaia meizu 20 pro neye kisu bolen othoba review den akta plzzz,vaia meizu 20 pro neye kisu bolen othoba review den akta plzzz,Neutral,2,12
2576,Vaia mcq 30 er modde koto paile mcq te a pabo,vaia mcq 30 er modde koto paile mcq te a pabo,Neutral,2,11
2577,Vaia m34 ta kobe asbe bd te,vaia m34 ta kobe asbe bd te,Neutral,2,7
2578,Vaia lekhati dekha jassena,vaia lekhati dekha jassena,Neutral,2,4
2580,Vaia kindly english 1st paper er ekta class niben plz,vaia kindly english 1st paper er ekta class niben plz,Neutral,2,10
2581,Vaia jei toyotar car ar pic dilen otar model ki?,vaia jei toyotar car ar pic dilen otar model ki,Neutral,2,10
2583,Vaia intel i9 ar jonno best motherboard konta plz akta video banan,vaia intel i9 ar jonno best motherboard konta plz akta video banan,Neutral,2,12
2584,Vaia hsc 23 er to khude golpo nai and sarmormo o nai but suggestion a j diachen tahole ki kora lagbe,vaia hsc 23 er to khude golpo nai and sarmormo o nai but suggestion a j diachen tahole ki kora lagbe,Neutral,2,21
2585,Vaia give deor ofson dile valo hoto plz aiti songgodon koren,vaia give deor ofson dile valo hoto plz aiti songgodon koren,Neutral,2,11
2586,Vaia follows barse na r kivbe ki korbo ektu bolbn plz,vaia follows barse na r kivbe ki korbo ektu bolbn plz,Neutral,2,11
2588,Vaia erokom aro vidio chai,vaia erokom aro vidio chai,Neutral,2,5
2589,Vaia electron binyas nie class chai,vaia electron binyas nie class chai,Neutral,2,6
2592,Vaia ei processor er sathe ki extra coller neoa besi necessary?,vaia ei processor er sathe ki extra coller neoa besi necessary,Neutral,2,11
2593,Vaia ei processor er sathe jodi intel arc a750 use kori tahole kmn feedback pabo?,vaia ei processor er sathe jodi intel arc a750 use kori tahole kmn feedback pabo,Neutral,2,15
2594,Vaia dinajpur board er jnno bolen,vaia dinajpur board er jnno bolen,Neutral,2,6
2595,Vaia cse students der jonno eita kemon hobe?,vaia cse students der jonno eita kemon hobe,Neutral,2,8
2597,Vaia barishal bord ar jonno alada korea suggestion den,vaia barishal bord ar jonno alada korea suggestion den,Neutral,2,9
2599,Vaia apni giveaway er result den na ken,vaia apni giveaway er result den na ken,Neutral,2,8
2600,Vaia apnara ki iba admission course korechen?,vaia apnara ki iba admission course korechen,Neutral,2,7
2603,Vaia apex legends er low settings a koto fps pay?,vaia apex legends er low settings a koto fps pay,Neutral,2,10
2604,Vaia amra ki pabo na,vaia amra ki pabo na,Neutral,2,5
2608,Vaia ami note gula kivabe pabo,vaia ami note gula kivabe pabo,Neutral,2,6
2610,Vaia ami apnader shate kivabe jogajog korbo,vaia ami apnader shate kivabe jogajog korbo,Neutral,2,7
2611,Vaia amar baget 80k100k ami ki pc bild korte pari,vaia amar baget 80k100k ami ki pc bild korte pari,Neutral,2,10
2612,Vaia akta giveway pabo naki,vaia akta giveway pabo naki,Neutral,2,5
2613,Vaia akhan thake ki common pabo,vaia akhan thake ki common pabo,Neutral,2,6
2614,Vaia 65k er modhe ekta build chai with graphics,vaia 65k er modhe ekta build chai with graphics,Neutral,2,9
2615,Vaia 6 pro kmon hbe,vaia 6 pro kmon hbe,Neutral,2,5
2616,Vaia 40k er modde best camera phone konta ?,vaia 40k er modde best camera phone konta,Neutral,2,8
2617,Vaia 30k er moddhe ki new phone nibo r s20 ultra preowned phone neo thik hobe kina ektu bolen,vaia 30k er moddhe ki new phone nibo r s20 ultra preowned phone neo thik hobe kina ektu bolen,Neutral,2,19
2618,Vaia 15k te eita kinbo naki xiamoi er ta pls pls pls reply,vaia 15k te eita kinbo naki xiamoi er ta pls pls pls reply,Neutral,2,13
2619,Vai. Jokhon review diber tokhon obossoi dam ta bole diben. R kothai paoa jabe tao bole dien,vai jokhon review diber tokhon obossoi dam ta bole diben r kothai paoa jabe tao bole dien,Neutral,2,17
2620,Vai. Daraz theke jemon 1001000 takar moddhe ba tar beshi kono jinish kinle koto taka delivery charge dite hoy?,vai daraz theke jemon 1001000 takar moddhe ba tar beshi kono jinish kinle koto taka delivery charge dite hoy,Neutral,2,19
2621,Vai. Ai light repair kora jai ?,vai ai light repair kora jai,Neutral,2,6
2623,"Vai,fifa gam khele dekhiele valo hoto",vai fifa gam khele dekhiele valo hoto,Neutral,2,7
2624,"Vai, z590 mobo er sathe i5 11400 processor use korle kono problem hobe?",vai z590 mobo er sathe i5 11400 processor use korle kono problem hobe,Neutral,2,13
2625,"Vai, redmi 11 prime na ki, infinix hot 30 konta obarol balo hobe",vai redmi 11 prime na ki infinix hot 30 konta obarol balo hobe,Neutral,2,13
2626,"Vai, please motorola edge 30 pro and edge 30 ultra er review den. Ar 2tar moddhe kon ta best hobe?",vai please motorola edge 30 pro and edge 30 ultra er review den ar 2tar moddhe kon ta best hobe,Neutral,2,20
2627,"Vai, jodi possible hoy sony xperia 1 v er ekta review cai theke",vai jodi possible hoy sony xperia 1 v er ekta review cai theke,Neutral,2,13
2629,"Vai, cyberpunk ke je hare pochanj dilo vai re vai",vai cyberpunk ke je hare pochanj dilo vai re vai,Neutral,2,10
2630,"Vai, arc 770 review kobe diben?",vai arc 770 review kobe diben,Neutral,2,6
2631,"Vai, apni je usb female port lagalen, aita ki alda kinte pawa jabe?",vai apni je usb female port lagalen aita ki alda kinte pawa jabe,Neutral,2,13
2632,"Vai, amar phone ta nostw hoye gese. Amake ki dewa jabe?",vai amar phone ta nostw hoye gese amake ki dewa jabe,Neutral,2,11
2636,Vai warzone mobile to akhono bangladesh release hoy nai kemne download korlen,vai warzone mobile to akhono bangladesh release hoy nai kemne download korlen,Neutral,2,12
2638,Vai walton er karonda gx712h er riview dea jay kina ektu dekhben pls,vai walton er karonda gx712h er riview dea jay kina ektu dekhben pls,Neutral,2,13
2639,Vai vs chai realme 10 ar sate,vai vs chai realme 10 ar sate,Neutral,2,7
2640,Vai vr noya akya vidio dan,vai vr noya akya vidio dan,Neutral,2,6
2642,Vai viewsonic omni vx2416 ai monitor er review korle valo hoyto,vai viewsonic omni vx2416 ai monitor er review korle valo hoyto,Neutral,2,11
2643,Vai viewsonic er 10. 5k r 12. 5k r monitor 2 ta review koren,vai viewsonic er 10 5k r 12 5k r monitor 2 ta review koren,Neutral,2,14
2644,Vai video te kivabe bangla subtitle add korbo aita nie akta video banan pls. Apnar moto subtitle add korte chai,vai video te kivabe bangla subtitle add korbo aita nie akta video banan pls apnar moto subtitle add korte chai,Neutral,2,20
2645,Vai video r sheshe bivinno video kivabe join korbo,vai video r sheshe bivinno video kivabe join korbo,Neutral,2,9
2646,Vai video ki asholei romadan mashe banaisen,vai video ki asholei romadan mashe banaisen,Neutral,2,7
2647,Vai velotop ips monitor nebo nkai walton nebo bujte partace na amie video edit korbo please reply,vai velotop ips monitor nebo nkai walton nebo bujte partace na amie video edit korbo please reply,Neutral,2,17
2648,Vai vanga phone chalai maiya koira diye diyen 3m khov taratari hobe vai,vai vanga phone chalai maiya koira diye diyen 3m khov taratari hobe vai,Neutral,2,13
2651,Vai vabir phone die apner video dekhi ami tmar,vai vabir phone die apner video dekhi ami tmar,Neutral,2,9
2652,Vai upore extra 2ta fan soho casing ar price koto porbe?,vai upore extra 2ta fan soho casing ar price koto porbe,Neutral,2,11
2654,Vai unit r lesson kon jayga theke porbo eta kon guide keu bolben,vai unit r lesson kon jayga theke porbo eta kon guide keu bolben,Neutral,2,13
2655,Vai under 6k er moddhe monitor gula dekhan,vai under 6k er moddhe monitor gula dekhan,Neutral,2,8
2657,Vai to akhon efootball hoice,vai to akhon efootball hoice,Neutral,2,5
2658,Vai tecno pova pro 5g naki valo eta niye ekta review diben,vai tecno pova pro 5g naki valo eta niye ekta review diben,Neutral,2,12
2659,Vai techno spark 10 pro sathe xanon x20 comparison video dile oneak upokrito hoitam,vai techno spark 10 pro sathe xanon x20 comparison video dile oneak upokrito hoitam,Neutral,2,14
2660,Vai tech news den iphone 15er,vai tech news den iphone 15er,Neutral,2,6
2662,Vai talar dam koto,vai talar dam koto,Neutral,2,4
2663,Vai tahole ssd hisabe konta kena vlo hobe,vai tahole ssd hisabe konta kena vlo hobe,Neutral,2,8
2664,Vai tacos crispy ta koi pabo?,vai tacos crispy ta koi pabo,Neutral,2,6
2665,Vai surute aita ki chilo,vai surute aita ki chilo,Neutral,2,5
2666,"Vai sukriya sms g k, iq amr iphone er cheyeo valo lage, but kinar shamorto nai, jedin kinar shamorto hobe seydin oi ami iq nibo, 1144",vai sukriya sms g k iq amr iphone er cheyeo valo lage but kinar shamorto nai jedin kinar shamorto hobe seydin oi ami iq nibo 1144,Neutral,2,26
2667,Vai sudu pixel na onk phone ai ase,vai sudu pixel na onk phone ai ase,Neutral,2,8
2669,Vai stickers kothay pabo. Pc to amr ache,vai stickers kothay pabo pc to amr ache,Neutral,2,8
2670,Vai sticker kotha theke banan ba kinen?,vai sticker kotha theke banan ba kinen,Neutral,2,7
2671,Vai sticker gula bepar a etto details dily valo hoito,vai sticker gula bepar a etto details dily valo hoito,Neutral,2,10
2672,Vai startech a toh dekhay eita ips panel,vai startech a toh dekhay eita ips panel,Neutral,2,8
2674,Vai sony er mobile er revew cai,vai sony er mobile er revew cai,Neutral,2,7
2675,Vai sobar age apni video niye asen thanks,vai sobar age apni video niye asen thanks,Neutral,2,8
2676,Vai snapdragon dile ki smssa,vai snapdragon dile ki smssa,Neutral,2,5
2677,Vai sm model er casing a ektay 7 ta fan arektay 5 ta kn?,vai sm model er casing a ektay 7 ta fan arektay 5 ta kn,Neutral,2,14
2678,Vai shorts upload neya kob problem aci plz vai amk aktu help korben,vai shorts upload neya kob problem aci plz vai amk aktu help korben,Neutral,2,13
2681,Vai shob valo kintu Dolar kina akata sudeda koran thahola valo hoba,vai shob valo kintu dolar kina akata sudeda koran thahola valo hoba,Neutral,2,12
2683,Vai share is dane akhon give er jonno opekhai aci,vai share is dane akhon give er jonno opekhai aci,Neutral,2,10
2685,Vai samsung user der jonne app lock er ekta solution diben please? khub e problem e porechi,vai samsung user der jonne app lock er ekta solution diben please khub e problem e porechi,Neutral,2,17
2686,Vai samsung s23ulta vs mi 13 ulta camera test chai,vai samsung s23ulta vs mi 13 ulta camera test chai,Neutral,2,10
2687,Vai samsung m34 ban ki launch hbe seta kbe,vai samsung m34 ban ki launch hbe seta kbe,Neutral,2,9
2688,Vai samsung galaxy a34 5g nibona a 54 5g nibo konta nile valo hoy please reply,vai samsung galaxy a34 5g nibona a 54 5g nibo konta nile valo hoy please reply,Neutral,2,16
2689,Vai samsung er unofficial er phone ki thik thak er company claim er update gulo ki ase?,vai samsung er unofficial er phone ki thik thak er company claim er update gulo ki ase,Neutral,2,17
2691,Vai ryzen 5 5600g r sathe akta valo gpu er kotha bolen jeta nile jitbo,vai ryzen 5 5600g r sathe akta valo gpu er kotha bolen jeta nile jitbo,Neutral,2,15
2693,Vai rtx 4060ti kobe pabo amra 16 gb varient koto dam hote pare,vai rtx 4060ti kobe pabo amra 16 gb varient koto dam hote pare,Neutral,2,13
2694,Vai rs fahim to ios calay bolbo kmne,vai rs fahim to ios calay bolbo kmne,Neutral,2,8
2695,"Vai rply dile upokrito hobe video te bollen, arc a380 1617k te gtx1650 18k er ase pase pawa jacche. Question holo which one is better or value for money ? arc a380 naki gtx 1650?",vai rply dile upokrito hobe video te bollen arc a380 1617k te gtx1650 18k er ase pase pawa jacche question holo which one is better or value for money arc a380 naki gtx 1650,Neutral,2,34
2696,Vai roster hoya galan naki,vai roster hoya galan naki,Neutral,2,5
2697,Vai rnar vai ke anen plz,vai rnar vai ke anen plz,Neutral,2,6
2699,Vai rnar ka anen,vai rnar ka anen,Neutral,2,4
2700,Vai request kori plz intel arc a380 gpu review koren plz,vai request kori plz intel arc a380 gpu review koren plz,Neutral,2,11
2701,Vai request akta video deban huntkey rrb2413 model tar 24 monitor ata krmon hoba srgb color koto asa,vai request akta video deban huntkey rrb2413 model tar 24 monitor ata krmon hoba srgb color koto asa,Neutral,2,18
2706,Vai realmi narzo 50 pro ki nibbo plz reply,vai realmi narzo 50 pro ki nibbo plz reply,Neutral,2,9
2708,Vai realme gt neo 5 se mobile ta apnader ekhane ase nai?,vai realme gt neo 5 se mobile ta apnader ekhane ase nai,Neutral,2,12
2712,Vai realme 11 pro kmon hbe?,vai realme 11 pro kmon hbe,Neutral,2,6
2713,Vai rate ghumanor somoi jodi mosa kamor dei taholeu lora jabe na nahole light jole uthle ghum sad hobe,vai rate ghumanor somoi jodi mosa kamor dei taholeu lora jabe na nahole light jole uthle ghum sad hobe,Neutral,2,19
2714,Vai ram type ki doya kore bolben ramrom type chara video banaben,vai ram type ki doya kore bolben ramrom type chara video banaben,Neutral,2,12
2715,Vai rakib vai ki apnader team e ar nei?,vai rakib vai ki apnader team e ar nei,Neutral,2,9
2716,Vai radmi 27 inch monitor akta review den plzz,vai radmi 27 inch monitor akta review den plzz,Neutral,2,9
2717,Vai promo music tar source ta khujtesi paitesi na i know eita minar er keu kotha rakhe ni but eita cover song,vai promo music tar source ta khujtesi paitesi na i know eita minar er keu kotha rakhe ni but eita cover song,Neutral,2,22
2718,Vai production use kortacen too... amer company ta valo valo production acha to tai bolam..,vai production use kortacen too amer company ta valo valo production acha to tai bolam,Neutral,2,15
2719,Vai product er review deyar somoy product er upor agun er effect gula kmne den,vai product er review deyar somoy product er upor agun er effect gula kmne den,Neutral,2,15
2722,Vai price koto. Amar basai lag ba,vai price koto amar basai lag ba,Neutral,2,7
2723,Vai preowend pawa jabe na?,vai preowend pawa jabe na,Neutral,2,5
2724,Vai power bank ta khule dekhan,vai power bank ta khule dekhan,Neutral,2,6
2725,Vai power bank khule dekhan please,vai power bank khule dekhan please,Neutral,2,6
2726,Vai postmortem kore ai fan er,vai postmortem kore ai fan er,Neutral,2,6
2727,Vai porformence nea akta vdio chai,vai porformence nea akta vdio chai,Neutral,2,6
2729,Vai poco f5pro 12 512gb koto taka,vai poco f5pro 12 512gb koto taka,Neutral,2,7
2731,Vai plz seen koren,vai plz seen koren,Neutral,2,4
2733,Vai plz iphone 7 pluse giv me plz vai,vai plz iphone 7 pluse giv me plz vai,Neutral,2,9
2734,Vai pls reply diben 25k er vitor sob thaki best motherboard kon ta pls reply vaiya,vai pls reply diben 25k er vitor sob thaki best motherboard kon ta pls reply vaiya,Neutral,2,16
2735,Vai please huawei mateview se 24 inch monitor er review den,vai please huawei mateview se 24 inch monitor er review den,Neutral,2,11
2740,Vai pixel 6 pro phn ta kmn. Ata ki network blm ace ni,vai pixel 6 pro phn ta kmn ata ki network blm ace ni,Neutral,2,13
2741,Vai pixel 6 pro nibo naki pixel 7 nibo ?ektu bolen please,vai pixel 6 pro nibo naki pixel 7 nibo ektu bolen please,Neutral,2,12
2742,Vai pixel 4 arrr network issue kivaba tik korbow,vai pixel 4 arrr network issue kivaba tik korbow,Neutral,2,9
2743,Vai pirce kot taka,vai pirce kot taka,Neutral,2,4
2744,Vai picon ar rgb hax ar price koto parla plz akta revew deian,vai picon ar rgb hax ar price koto parla plz akta revew deian,Neutral,2,13
2746,Vai phone ta onk dorkar chilo,vai phone ta onk dorkar chilo,Neutral,2,6
2747,Vai phone ta amake dhean,vai phone ta amake dhean,Neutral,2,5
2749,Vai phn ta diya dan,vai phn ta diya dan,Neutral,2,5
2750,Vai phn ta amk diye den,vai phn ta amk diye den,Neutral,2,6
2751,Vai pheree phiree cholbe,vai pheree phiree cholbe,Neutral,2,4
2752,Vai performance test deya jabe ki?,vai performance test deya jabe ki,Neutral,2,6
2753,Vai peladn gpu er review korben korben bole ar video pailam na,vai peladn gpu er review korben korben bole ar video pailam na,Neutral,2,12
2754,Vai peladn gpu er review den akta plz,vai peladn gpu er review den akta plz,Neutral,2,8
2755,Vai peladn er rtx card gulor ekta review diyen. Ami msi 1660s beche rtx card kinbo tahole,vai peladn er rtx card gulor ekta review diyen ami msi 1660s beche rtx card kinbo tahole,Neutral,2,17
2757,Vai pc windows setup and draivers niye akta video deyen,vai pc windows setup and draivers niye akta video deyen,Neutral,2,10
2759,Vai pc ar sticker ta koi pawa jaba akto bolla valo hoto,vai pc ar sticker ta koi pawa jaba akto bolla valo hoto,Neutral,2,12
2760,Vai palizz give me phone palizz vai amak akta phone give den na palizz,vai palizz give me phone palizz vai amak akta phone give den na palizz,Neutral,2,14
2761,Vai page e one monitaization issue remove korbo kibabe,vai page e one monitaization issue remove korbo kibabe,Neutral,2,9
2763,Vai organic er baki lecture gula nen,vai organic er baki lecture gula nen,Neutral,2,7
2764,Vai oppo find x6 pro naki xaumi 13 ultra valo hibe sobkicu miliye,vai oppo find x6 pro naki xaumi 13 ultra valo hibe sobkicu miliye,Neutral,2,13
2765,Vai opening anamul k chay,vai opening anamul k chay,Neutral,2,5
2766,Vai open kore dekhan ki ace er votore,vai open kore dekhan ki ace er votore,Neutral,2,8
2767,Vai onno dike takiye acen kno!,vai onno dike takiye acen kno,Neutral,2,6
2769,Vai oneplus 9 a ki update dewa jabe akhn,vai oneplus 9 a ki update dewa jabe akhn,Neutral,2,9
2770,Vai onek video deikha matha kharap hoia gese ekhon shahosh paitasina ki kinbo vai idia den 1 lkah takar modde ekta video editing pc kinte chai only pc 1 lakh 20 hoileo problem nai,vai onek video deikha matha kharap hoia gese ekhon shahosh paitasina ki kinbo vai idia den 1 lkah takar modde ekta video editing pc kinte chai only pc 1 lakh 20 hoileo problem nai,Neutral,2,34
2771,Vai onek valo app banaisen but rate jodi aro samanno kom rakten tahole aro beshi use korte partam,vai onek valo app banaisen but rate jodi aro samanno kom rakten tahole aro beshi use korte partam,Neutral,2,18
2772,Vai onek bar mone kothar majhe kotha bole fele vai ra. Eta ki shudhu amar e mone hoy? guest re ses korte dile bhalo hoitw,vai onek bar mone kothar majhe kotha bole fele vai ra eta ki shudhu amar e mone hoy guest re ses korte dile bhalo hoitw,Neutral,2,25
2774,Vai officials ar nonofficial er modde parthokko ki nonofficial nile ki problem hoi?,vai officials ar nonofficial er modde parthokko ki nonofficial nile ki problem hoi,Neutral,2,13
2775,Vai nv 7 case ar akta review debayn plesse,vai nv 7 case ar akta review debayn plesse,Neutral,2,9
2776,Vai notun kono ups make kora dakhan,vai notun kono ups make kora dakhan,Neutral,2,7
2779,Vai na vengge amare detent,vai na vengge amare detent,Neutral,2,5
2780,Vai na vemge amai dite parten,vai na vemge amai dite parten,Neutral,2,6
2781,Vai na desher baire gese,vai na desher baire gese,Neutral,2,5
2782,"Vai MyGP app er moddeei flexiplan er moto wowbox add korle khove valo hoy, Shubidha hoy.*",vai mygp app er moddeei flexiplan er moto wowbox add korle khove valo hoy shubidha hoy,Neutral,2,16
2785,Vai motorola 165 hz refreshed dai kinto samsung ekhono 120 hz kano,vai motorola 165 hz refreshed dai kinto samsung ekhono 120 hz kano,Neutral,2,12
2786,Vai motor bike ar mota chka & ring er akta vlog koren please,vai motor bike ar mota chka ring er akta vlog koren please,Neutral,2,12
2788,Vai mother board niye ekta chai next,vai mother board niye ekta chai next,Neutral,2,7
2789,"Vai motamoti gaming korar jonno ekta pc suggest koren na, plz",vai motamoti gaming korar jonno ekta pc suggest koren na plz,Neutral,2,11
2790,Vai monitor na dekhaia nijer chehara dekhaia thakle ki hoibo?,vai monitor na dekhaia nijer chehara dekhaia thakle ki hoibo,Neutral,2,10
2791,Vai monitor er to 2 pin taile arthin kamne debo,vai monitor er to 2 pin taile arthin kamne debo,Neutral,2,10
2792,Vai mobile tar price ar ektu komanu jai na,vai mobile tar price ar ektu komanu jai na,Neutral,2,9
2795,Vai marsriva er ups er o review diyen,vai marsriva er ups er o review diyen,Neutral,2,8
2796,Vai marksriva kp3 mini ups er teardown korle valo hoy battery capacity somporkke dharona dile,vai marksriva kp3 mini ups er teardown korle valo hoy battery capacity somporkke dharona dile,Neutral,2,15
2797,Vai market pore jabe aus er,vai market pore jabe aus er,Neutral,2,6
2798,Vai mane ki 13700k toh etar theke onek valo but daam o kom,vai mane ki 13700k toh etar theke onek valo but daam o kom,Neutral,2,13
2799,Vai machine learning er jonno pc chai buget 150k plz vai,vai machine learning er jonno pc chai buget 150k plz vai,Neutral,2,11
2800,Vai macbook ar ki akta review pabona apndr kch theke,vai macbook ar ki akta review pabona apndr kch theke,Neutral,2,10
2801,"Vai m22f review dile amr jonno sob teke valo hoto , ami jane dunya keyamot hoile o review pabo nah , but still comment korlam",vai m22f review dile amr jonno sob teke valo hoto ami jane dunya keyamot hoile o review pabo nah but still comment korlam,Neutral,2,23
2803,Vai longtime use er jonne kemon. Aita r redmi note 12 4g 4g er moddhe konta best hbe?,vai longtime use er jonne kemon aita r redmi note 12 4g 4g er moddhe konta best hbe,Neutral,2,18
2805,Vai lenovo ideapad gaming3. Ryzen7 6800h. Rtx 3050 er review cai,vai lenovo ideapad gaming3 ryzen7 6800h rtx 3050 er review cai,Neutral,2,11
2806,Vai lenovo ideapad gaming 3. Ryzen7 5800h. Rtx 3050 er ekta review cai,vai lenovo ideapad gaming 3 ryzen7 5800h rtx 3050 er ekta review cai,Neutral,2,13
2807,Vai lenovo ideapad gaming 3 ryzen7 6800h. Rtx 3050 er review cai,vai lenovo ideapad gaming 3 ryzen7 6800h rtx 3050 er review cai,Neutral,2,12
2809,Vai lava ar giveaway koba diban,vai lava ar giveaway koba diban,Neutral,2,6
2810,Vai lava agni 2 giveaway result kobe diben,vai lava agni 2 giveaway result kobe diben,Neutral,2,8
2811,Vai lava agni 2 giveaway ar result kobe diben,vai lava agni 2 giveaway ar result kobe diben,Neutral,2,9
2812,Vai lava agni 2 er giveway last date kobe,vai lava agni 2 er giveway last date kobe,Neutral,2,9
2814,Vai laptop er jonno kon processor valo,vai laptop er jonno kon processor valo,Neutral,2,7
2815,Vai laptop ar vedio chai,vai laptop ar vedio chai,Neutral,2,5
2817,Vai koy hour cholbe r speed circuit r bms circuit er dam koto nibe janan plz,vai koy hour cholbe r speed circuit r bms circuit er dam koto nibe janan plz,Neutral,2,16
2820,Vai kon cameray shoot korcen ?,vai kon cameray shoot korcen,Neutral,2,5
2821,Vai kobe official pabo bangladesh e?,vai kobe official pabo bangladesh e,Neutral,2,6
2822,Vai kisu pad niye video banale darun hotoex oneplus. Redmi xiaomi apple etc,vai kisu pad niye video banale darun hotoex oneplus redmi xiaomi apple etc,Neutral,2,13
2823,Vai kiso 2040v cordless drill machine er review diyen jegolo bd te pawa jai,vai kiso 2040v cordless drill machine er review diyen jegolo bd te pawa jai,Neutral,2,14
2824,Vai kindly bolten nonglare ar antiglare monitor ki same? ar komta better?,vai kindly bolten nonglare ar antiglare monitor ki same ar komta better,Neutral,2,12
2825,Vai ki shuru korso,vai ki shuru korso,Neutral,2,4
2826,Vai ke ajke cengra chengra lagteche r ke ke ekmot hat tolen,vai ke ajke cengra chengra lagteche r ke ke ekmot hat tolen,Neutral,2,12
2827,vai kamon asan,vai kamon asan,Neutral,2,3
2829,Vai joyroomer j wireless power bank gula ache oigula ki valo?like joyroom jr w030?,vai joyroomer j wireless power bank gula ache oigula ki valo like joyroom jr w030,Neutral,2,15
2832,Vai jani pamu na tao comment korlam mediatek dimensity 7050 6nm chipset,vai jani pamu na tao comment korlam mediatek dimensity 7050 6nm chipset,Neutral,2,12
2835,Vai jaan upnar user phone yer nam bola jabe?,vai jaan upnar user phone yer nam bola jabe,Neutral,2,9
